date,AWU,AXC,BGN,BMG,CHWK,CUU,DLVY,DVRL,EHH,EUZ,EXY,EZVY,FJKV,FJZC,FRCE,FSVO,HECP,HER,HESC,HRVC,HXX,IEZI,IOV,IRX,IYPP,JMS,JWDV,JXAN,KEQ,KER,KGO,KSR,KTVL,KUAQ,LJGB,LMLK,MEF,MHNG,MTZB,NDQC,NEGH,NKP,NSLG,NZSR,OBAK,OCG,OKK,OLE,OWKQ,OZI,OZMT,PDX,PQCE,PSWA,PUO,PYTC,QEBK,RALO,RLZA,RPEZ,RQG,RVWV,RZW,SEBI,SGVQ,SIP,SLRR,SXQ,TGXX,TQKA,TRE,TUMH,UAIG,UFT,UTQ,UZS,VBB,VCXW,VDHJ,VHE,VLOZ,WFS,WHMG,WNE,WOXI,XAU,XBN,XJJI,XSOQ,XWR,XYCJ,XZFM,YPDA,ZEA,ZGL,ZOE,ZWH,ZWNG,ZXGV,ZZQB
2018-08-28,460.43,212.28,258.37,139.35,224.96,225.44,894.56,135.7,236.55,179.68,2326.53,733.16,96.83,378.26,299.79,377.27,2819.22,421.55,132.19,61.91,396.42,578.74,755.28,135.58,123.66,493.2,523.83,1423.09,133.58,179.39,159.59,410.01,142.3,476.28,257.71,359.1,516.11,228.11,87.32,1559.67,213.29,269.76,825.05,200.51,83.24,435.06,49.32,341.34,718.01,408.44,442.36,338.15,2147.44,583.27,238.03,145.05,117.62,286.61,140.09,239.31,1452.21,69.04,69.53,986.61,73.1,335.12,360.35,401.24,522.95,360.52,342.86,248.72,622.78,331.95,304.71,484.57,474.21,221.49,186.71,364.36,303.43,347.69,164.77,405.86,143.76,151.08,187.24,168.1,240.89,266.62,238.33,601.61,105.98,99.86,60.89,96.84,391.78,145.87,233.54,305.53
2018-08-29,462.64,218.41,256.43,140.3,227.94,226.15,902.8,135.11,238.44,178.89,2369.06,735.27,97.93,380.09,307.1,379.45,2828.63,421.21,132.9,63.18,399.62,585.34,752.96,136.21,123.76,499.48,531.37,1473.26,132.65,177.74,162.74,410.14,137.89,481.65,257.22,360.2,513.9,228.34,87.84,1575.59,210.04,269.81,833.48,200.65,83.63,436.73,48.76,345.72,720.04,405.87,444.34,338.28,2145.88,584.41,239.88,145.86,118.8,283.42,140.22,239.71,1472.46,69.12,70.06,991.6,73.25,335.62,359.24,405.18,520.48,362.28,342.43,248.41,611.07,332.7,299.94,484.4,476.99,221.69,187.28,360.94,301.85,351.21,164.54,407.92,143.28,151.75,188.32,167.35,244.16,267.94,237.65,603.58,106.39,98.96,61.15,97.81,394.84,145.16,232.05,303.76
2018-08-30,466.24,217.43,258.62,138.38,225.98,225.17,903.59,134.26,242.58,176.88,2315.19,726.22,97.79,381.29,304.97,380.13,2842.3,414.95,129.85,63.41,393.92,579.0,748.68,135.5,122.38,499.8,535.76,1446.0,131.83,177.79,163.68,408.79,135.09,483.24,254.88,351.81,511.77,225.28,87.53,1579.25,207.91,268.09,825.9,196.7,80.93,433.65,47.16,341.16,707.63,403.06,439.81,339.85,2169.27,584.2,236.61,147.61,117.68,282.45,138.17,236.99,1470.83,66.89,69.43,990.25,73.2,336.62,354.45,405.47,509.59,360.22,343.31,247.0,606.31,336.33,297.83,478.53,478.91,216.8,186.58,355.89,301.85,349.11,162.94,399.9,143.53,152.18,187.38,165.7,243.51,266.17,234.89,609.16,107.77,100.19,61.46,97.58,394.86,143.41,230.35,299.77
2018-08-31,466.8,217.41,258.58,139.12,222.76,224.89,903.77,135.18,241.57,176.02,2313.13,725.68,97.93,380.56,302.62,381.0,2853.01,414.38,130.4,61.77,394.24,580.19,741.52,137.3,121.88,501.11,538.25,1420.3,131.55,179.62,163.07,412.45,133.08,487.32,256.28,354.51,513.16,224.65,87.96,1602.08,207.8,267.78,819.16,196.85,80.26,432.99,46.46,341.78,703.76,404.79,441.0,338.68,2315.09,586.3,238.0,149.02,117.79,282.38,137.46,238.62,1474.75,66.79,69.67,990.41,73.42,336.33,354.37,404.73,509.88,359.07,343.56,249.2,595.1,334.23,297.38,485.78,478.78,216.88,185.72,361.79,303.08,354.55,163.51,389.96,144.77,152.04,187.29,163.81,244.71,262.7,232.06,616.48,107.45,101.39,61.03,98.67,394.86,144.14,230.17,300.55
2018-09-04,469.93,215.33,259.04,140.07,223.98,225.65,912.75,135.54,239.11,177.05,2373.59,721.07,98.48,380.38,307.45,381.39,2846.88,418.58,131.88,60.87,391.28,585.05,730.35,138.86,120.21,498.9,527.17,1454.27,133.04,180.73,162.66,408.34,133.33,492.81,254.32,355.61,514.78,226.62,87.54,1589.38,206.97,265.32,817.16,197.07,79.52,427.37,46.95,345.34,701.86,409.9,443.58,339.55,2459.46,577.16,237.28,149.56,117.7,280.91,137.96,237.99,1485.87,63.88,69.05,1000.97,72.33,333.51,355.94,402.68,507.36,361.04,342.39,245.22,597.57,328.21,293.0,467.75,483.92,214.16,187.74,356.89,299.15,354.51,160.64,388.89,144.03,152.61,188.04,166.39,247.38,257.6,234.79,622.2,105.67,104.68,61.19,99.73,390.65,143.25,230.58,297.04
2018-09-05,447.16,214.81,266.63,141.44,221.14,223.88,921.39,138.3,244.96,177.26,2341.08,718.56,98.78,385.68,295.17,374.75,2774.94,420.07,130.34,59.96,394.26,552.15,737.92,139.73,120.39,501.25,527.89,1382.25,131.3,180.41,162.04,409.11,134.13,498.6,255.86,359.3,519.27,229.09,86.74,1567.16,207.99,264.81,814.03,200.28,81.43,429.68,47.57,348.44,698.62,406.7,448.05,341.19,2475.1,578.32,241.27,149.73,117.31,282.78,137.42,239.54,1432.64,65.19,69.6,1004.74,72.59,337.5,356.37,407.0,511.22,365.67,346.56,251.63,594.77,336.7,292.26,467.76,480.32,214.7,189.77,359.92,302.86,354.18,161.6,390.56,144.06,153.21,188.43,167.94,245.94,257.3,236.47,625.7,104.31,104.42,62.43,100.82,395.61,145.44,232.1,302.88
2018-09-06,449.88,219.9,265.0,141.02,222.35,222.63,929.78,137.22,243.74,174.17,2278.44,722.05,99.2,386.96,297.06,371.45,2751.97,417.5,123.32,58.69,408.62,562.13,745.21,140.72,117.32,504.13,524.31,1407.19,131.08,182.43,155.13,410.06,134.23,504.26,258.06,364.47,516.97,229.05,87.69,1571.38,209.12,270.06,812.45,200.64,79.21,432.74,48.16,341.38,700.58,406.02,447.82,346.14,2485.7,577.74,242.6,146.89,117.87,284.19,135.37,239.21,1456.92,65.07,69.55,981.26,73.46,341.51,354.44,407.63,506.84,370.69,345.8,250.19,601.29,335.97,271.21,470.97,482.93,216.24,190.28,358.14,308.1,357.32,163.27,388.29,145.71,153.2,188.72,167.68,247.44,258.76,239.73,627.7,101.86,104.87,63.07,102.21,398.82,148.16,231.77,301.89
2018-09-07,450.23,218.84,264.71,141.49,223.74,221.57,932.57,136.83,238.57,172.04,2276.5,715.28,98.43,382.31,298.15,369.14,2736.26,416.32,122.73,59.5,421.44,538.73,723.59,140.7,116.82,505.88,522.63,1437.55,132.04,183.24,155.0,404.13,132.5,501.1,256.41,364.38,516.17,226.61,87.13,1570.33,208.05,267.69,805.98,200.83,79.59,428.8,48.15,342.53,704.38,403.48,440.2,342.23,2584.64,577.15,242.16,146.07,117.61,281.05,132.95,237.64,1442.82,63.29,69.19,974.22,72.04,341.28,351.67,408.62,500.16,366.9,349.06,248.26,605.41,338.98,271.35,472.5,483.57,217.23,191.29,358.92,314.42,358.81,160.65,383.01,143.68,152.86,187.73,165.31,243.47,259.97,238.23,640.48,101.51,106.37,60.82,103.05,399.97,148.63,230.63,300.66
2018-09-10,454.05,218.59,267.75,142.44,215.24,220.42,943.97,139.44,241.91,172.38,2388.89,717.48,100.16,384.49,301.68,369.89,2802.55,417.54,123.18,60.51,414.61,534.97,710.67,140.61,116.76,511.38,524.11,1455.81,133.77,184.45,156.71,406.81,134.47,504.79,257.89,366.83,493.03,227.41,88.1,1540.81,210.11,266.07,805.69,201.11,80.68,432.51,47.66,342.73,712.52,407.82,435.95,341.36,2591.24,580.93,247.75,145.42,117.97,283.03,133.89,239.55,1448.01,62.79,69.11,993.87,72.3,346.06,352.73,411.81,512.55,367.55,348.55,248.67,616.05,340.88,268.92,482.98,493.3,216.27,191.57,362.34,308.49,358.91,161.63,370.76,144.68,153.64,187.48,166.44,245.04,262.26,233.48,645.89,101.11,106.36,61.45,103.4,398.21,146.83,230.06,302.23
2018-09-11,464.16,216.93,268.48,142.43,218.56,220.14,950.34,137.18,245.31,171.71,2508.12,714.63,99.66,383.29,304.42,369.13,2857.39,417.64,122.27,61.76,415.36,532.14,704.18,140.94,116.68,511.85,520.58,1467.73,135.06,185.02,156.84,405.58,131.62,503.63,257.5,363.85,495.86,225.58,87.91,1537.07,211.2,264.26,804.65,200.54,80.11,433.57,49.22,347.5,708.12,406.71,426.27,342.27,2591.31,579.76,248.99,145.58,119.24,280.99,134.07,238.79,1460.66,62.67,69.55,997.64,72.57,347.84,352.07,410.74,511.5,366.07,349.96,247.37,610.09,336.0,262.52,487.01,495.31,216.86,191.33,362.06,309.68,358.52,163.0,375.14,146.57,154.72,187.53,167.22,245.19,264.26,236.49,649.25,103.02,107.3,61.53,102.54,401.64,145.81,228.71,303.97
2018-09-12,464.71,219.62,268.12,142.07,217.71,217.77,945.37,137.97,254.09,167.02,2494.19,715.4,99.01,382.1,305.42,374.12,2825.07,414.01,119.95,61.09,412.69,531.58,707.62,140.2,116.04,521.13,521.54,1491.79,134.51,180.75,157.59,403.91,133.66,511.95,259.23,365.63,493.28,225.88,88.63,1520.69,215.83,265.46,799.61,202.6,81.65,430.61,50.21,337.57,711.79,405.45,430.6,341.65,2545.99,587.31,249.12,145.73,119.01,282.59,135.44,239.51,1477.98,65.46,69.63,981.27,72.8,354.25,352.27,411.1,526.21,368.21,351.48,249.11,615.98,340.08,254.74,487.65,494.07,221.54,190.85,372.13,315.2,358.74,162.7,376.09,147.29,154.21,184.98,167.98,244.44,284.51,242.24,644.35,103.98,108.02,61.4,103.18,404.13,144.14,224.1,303.46
2018-09-13,465.33,221.46,267.03,141.62,218.9,220.59,946.88,139.03,252.75,163.96,2480.55,722.25,98.78,384.29,306.52,378.29,2819.09,418.23,118.87,61.37,420.18,531.88,697.97,141.81,117.79,526.03,514.8,1498.79,135.62,176.97,159.26,404.32,135.73,512.04,260.87,370.28,498.22,227.73,85.82,1521.23,217.39,268.87,810.6,204.46,82.25,433.47,49.8,332.54,714.52,399.52,434.84,347.63,2534.85,597.85,251.73,147.95,119.89,282.82,134.97,241.31,1490.45,64.21,70.55,995.16,73.55,356.87,353.81,405.19,531.14,371.9,356.46,248.49,615.34,339.91,259.3,490.38,496.7,228.81,190.39,375.83,312.03,360.56,162.96,377.07,147.56,154.9,186.76,169.89,248.63,293.62,243.71,643.72,101.6,107.09,61.63,102.96,407.64,144.16,221.17,305.44
2018-09-14,465.23,228.41,262.57,142.47,222.52,223.34,942.66,139.91,258.82,163.22,2510.21,712.13,98.84,384.19,313.17,377.69,2892.59,429.66,118.7,60.43,416.8,524.22,696.16,140.67,116.5,527.65,509.91,1475.96,136.42,178.41,161.61,401.29,137.59,509.18,257.21,366.89,508.34,228.27,86.01,1549.52,216.62,271.36,820.39,202.16,81.22,430.37,49.77,332.88,716.34,403.15,439.47,346.4,2526.87,592.39,251.12,145.46,119.57,280.49,135.02,238.05,1494.54,64.88,70.1,999.6,72.16,363.45,357.38,401.31,537.0,370.77,357.3,249.61,613.96,336.41,261.01,490.84,498.9,229.87,191.86,375.55,311.59,358.19,162.13,379.87,144.86,154.72,186.98,169.33,247.8,296.44,247.28,628.57,98.22,107.01,61.2,103.68,405.43,140.93,221.97,306.95
2018-09-17,451.27,227.08,266.59,141.0,223.25,221.47,949.41,140.86,256.65,161.74,2470.94,714.39,99.03,384.88,305.77,372.68,2790.81,417.48,117.47,60.03,417.83,521.54,681.24,137.11,115.9,526.68,504.19,1403.15,136.6,175.28,162.09,401.78,136.08,497.83,258.93,366.12,498.59,229.77,85.09,1527.52,216.82,273.92,810.58,205.37,81.08,433.77,49.81,329.32,715.06,403.68,438.24,347.11,2529.95,586.12,251.66,143.03,119.32,281.99,136.75,240.72,1487.36,65.21,69.67,1006.41,73.71,361.05,359.4,395.04,542.17,370.65,357.9,251.43,610.26,338.75,257.93,487.88,494.16,228.53,192.72,376.14,315.81,355.99,162.82,379.6,146.17,154.9,186.7,169.07,244.93,295.89,243.04,619.02,96.3,104.12,61.7,103.92,406.62,143.15,221.23,311.46
2018-09-18,463.27,231.54,272.68,141.88,227.73,223.7,960.44,142.21,255.85,162.11,2472.73,712.7,98.7,384.62,308.07,375.62,2883.03,422.31,118.52,61.47,410.87,528.37,672.98,139.32,117.09,522.42,510.58,1409.21,136.96,175.71,163.11,403.84,132.02,495.14,258.64,369.98,502.18,230.12,85.94,1538.64,217.35,277.8,823.77,209.29,80.83,429.57,50.55,326.94,712.45,407.33,432.72,346.88,2539.7,585.64,253.96,143.99,119.91,278.88,136.02,240.61,1501.94,66.91,69.84,1006.63,72.32,361.88,362.96,394.56,544.45,372.52,361.82,250.54,614.66,343.96,260.78,498.15,500.74,230.12,194.8,380.67,317.56,359.67,161.23,386.35,144.41,155.81,186.47,168.53,246.26,291.54,248.04,625.81,98.54,104.44,61.16,102.31,407.94,142.98,219.31,315.23
2018-09-19,454.73,233.39,273.09,141.61,230.57,226.71,965.29,142.88,262.78,163.87,2480.32,715.48,95.61,373.93,302.2,376.06,2847.62,428.58,123.4,62.46,411.91,514.6,673.93,138.32,117.15,529.59,515.29,1365.46,137.54,179.62,163.72,399.91,138.85,491.32,254.23,371.2,509.18,224.46,85.98,1544.51,215.48,275.29,820.24,215.03,81.31,423.13,49.74,332.79,729.48,407.84,428.8,338.98,2601.32,594.31,251.99,144.02,120.59,274.46,135.18,237.81,1502.48,68.0,70.07,1008.36,71.86,364.28,356.66,398.76,549.51,371.37,361.01,249.29,617.27,347.72,259.14,492.18,485.42,229.23,196.63,381.28,319.11,360.23,159.59,388.49,142.77,153.78,188.76,165.41,242.37,297.44,249.96,622.88,100.23,105.39,60.08,101.24,407.68,140.42,222.17,321.52
2018-09-20,463.49,235.38,273.85,142.75,230.77,227.64,974.29,144.17,256.09,165.23,2522.88,722.95,96.03,373.21,304.14,380.33,2838.55,432.1,123.53,61.57,415.11,519.72,681.91,137.2,118.86,532.07,515.56,1374.74,138.63,180.46,163.57,399.56,140.82,495.34,254.04,371.56,514.83,225.63,86.83,1563.91,215.73,269.52,822.12,219.77,81.87,430.5,49.2,337.68,728.35,401.26,437.25,338.31,2575.42,598.41,253.18,145.36,121.38,277.23,135.36,239.37,1514.85,68.62,71.15,1010.73,72.31,364.4,351.44,401.67,557.13,372.9,363.75,250.04,600.98,356.36,262.8,497.75,485.48,231.99,197.05,390.58,321.38,361.65,161.17,386.88,142.92,154.87,190.42,166.46,242.6,299.24,252.12,619.36,100.63,99.98,60.07,101.19,412.27,141.82,224.59,327.38
2018-09-21,468.05,234.03,271.68,141.82,229.65,227.24,958.57,144.25,262.57,162.72,2494.92,720.08,96.35,374.6,297.15,378.48,2839.71,434.92,121.51,62.64,414.63,524.11,683.8,136.86,119.67,529.22,521.04,1403.44,138.59,181.08,166.25,396.35,139.54,495.66,253.42,371.04,516.95,227.91,88.0,1575.77,218.21,273.74,817.74,220.72,80.93,430.58,50.4,339.54,720.23,406.64,429.48,341.72,2537.51,601.63,253.2,144.17,121.78,275.84,135.0,241.87,1525.46,69.68,71.38,1018.94,72.41,363.47,355.05,411.78,556.93,375.25,366.63,249.76,577.72,355.17,263.11,499.48,485.56,232.58,196.19,390.55,321.75,364.66,162.67,380.18,143.1,154.66,190.56,168.3,239.91,294.45,255.83,620.87,100.95,98.72,60.17,101.54,416.14,142.59,224.28,327.35
2018-09-24,465.69,231.75,270.46,139.42,227.58,226.08,950.54,140.34,268.42,160.42,2490.99,710.91,95.75,370.35,301.14,379.44,2908.65,431.9,120.46,62.21,411.08,530.65,676.35,137.35,119.66,526.08,522.59,1421.04,136.87,178.19,167.54,381.11,137.34,488.29,248.81,368.6,513.56,225.89,86.83,1577.33,219.06,272.04,810.87,217.07,76.22,419.26,50.27,337.29,703.44,402.86,419.6,339.38,2535.61,598.44,250.41,142.71,120.38,270.72,132.86,234.97,1508.84,68.68,70.48,981.08,70.46,362.13,350.48,407.08,546.2,370.76,364.13,244.46,577.73,347.75,260.2,491.24,481.7,231.9,193.55,387.19,317.85,364.27,159.68,378.48,140.67,152.86,187.95,165.75,239.75,297.48,252.02,617.13,102.9,97.89,58.92,101.42,408.59,138.21,219.3,322.93
2018-09-25,464.26,230.38,271.22,138.17,225.49,223.13,942.14,138.33,267.32,160.27,2494.33,707.53,94.68,365.06,304.23,381.33,2963.37,428.39,120.83,63.5,412.2,530.17,673.17,138.68,120.61,526.18,512.15,1446.7,137.24,178.36,169.6,373.19,132.64,487.7,250.43,367.71,509.97,222.07,87.21,1576.31,218.42,275.94,810.51,216.63,76.3,420.32,46.14,335.72,679.42,403.39,417.2,334.79,2508.22,600.12,248.38,142.85,120.19,271.84,132.47,235.49,1515.12,70.04,70.26,967.6,70.88,356.17,355.18,415.22,538.33,371.43,362.59,240.86,576.7,344.19,253.61,494.41,489.62,231.8,193.56,387.11,313.75,366.22,158.09,376.08,140.73,152.67,186.91,164.72,243.08,296.12,251.75,617.03,102.79,97.96,58.15,101.12,402.66,139.22,219.2,322.17
2018-09-26,466.02,230.0,272.16,139.48,225.4,219.87,934.85,137.77,263.84,156.85,2486.67,695.61,93.47,361.45,305.76,380.58,2947.32,422.39,118.39,63.9,412.75,525.04,669.88,137.34,120.75,526.21,521.42,1441.06,134.51,174.03,168.5,365.22,131.55,487.6,247.83,367.72,502.86,219.41,88.25,1584.29,215.53,275.83,805.91,216.38,75.93,412.92,45.47,328.47,667.16,405.3,422.8,330.46,2516.87,598.83,247.04,142.23,120.09,268.24,133.42,232.2,1508.38,68.01,71.47,984.83,70.44,352.77,357.07,415.37,534.41,372.66,361.37,242.32,579.26,348.2,249.93,485.25,489.73,230.29,192.03,391.58,317.2,367.86,156.46,371.35,139.05,151.41,185.45,163.98,240.11,294.38,250.8,620.58,98.53,99.06,57.19,101.63,401.26,137.73,214.38,318.68
2018-09-27,465.73,228.89,273.33,139.42,225.55,220.09,932.69,138.13,267.23,156.19,2515.03,691.2,94.89,364.63,309.01,377.8,2950.19,431.54,118.12,63.81,414.36,514.82,652.36,139.4,120.45,526.55,531.85,1446.42,134.45,171.32,169.4,363.97,129.64,489.8,246.7,368.15,501.41,221.59,87.76,1586.93,216.36,276.59,795.4,214.86,75.41,414.5,45.42,321.82,657.53,407.55,423.52,332.89,2531.41,600.47,244.62,142.88,118.22,270.03,134.37,231.49,1519.49,67.11,71.27,1007.47,70.76,352.53,361.39,416.5,534.08,373.11,363.24,242.19,573.14,351.47,254.2,489.31,491.04,229.49,192.16,398.72,318.88,370.56,156.81,371.98,139.38,151.33,183.14,163.69,239.7,298.26,252.91,619.94,98.66,97.95,57.96,100.54,401.13,137.59,213.02,318.51
2018-09-28,468.51,229.68,275.26,138.91,223.22,221.49,932.61,136.6,264.02,155.62,2420.13,697.68,96.21,369.86,308.61,378.64,2976.48,425.02,117.46,63.96,420.76,518.38,651.0,140.45,122.81,526.29,527.54,1443.21,132.63,171.09,168.36,364.23,129.86,491.65,251.84,373.45,502.14,224.44,88.2,1596.11,217.2,276.0,785.19,214.57,74.82,423.72,46.33,317.7,643.9,403.68,420.57,337.11,2560.04,596.76,245.49,139.89,118.35,272.64,134.9,236.06,1518.81,67.65,70.64,1008.93,72.21,348.51,365.96,418.6,528.55,374.41,364.08,243.38,561.19,351.05,255.98,492.47,501.88,233.08,188.87,395.22,319.35,373.15,160.05,360.65,140.87,151.64,182.94,165.51,240.91,299.28,254.79,622.27,100.29,96.97,59.03,103.21,400.76,139.71,213.92,315.79
2018-10-01,467.83,228.13,277.19,139.17,224.6,219.5,937.15,138.52,270.52,154.26,2401.1,690.88,96.23,369.86,315.69,386.24,2982.79,429.13,117.55,62.56,410.8,509.28,659.45,139.95,121.69,530.23,526.89,1440.86,133.72,169.7,173.17,360.67,129.74,490.2,251.24,364.8,502.19,223.43,88.33,1583.05,217.4,277.38,785.7,213.35,75.75,424.61,47.01,315.7,654.05,410.39,412.91,335.39,2585.2,605.79,247.33,140.21,120.33,270.61,134.41,233.78,1521.39,66.91,71.61,992.0,70.41,349.39,364.03,418.08,528.78,373.84,364.85,244.4,549.87,351.01,253.59,489.51,500.44,230.71,189.11,394.63,322.22,370.63,156.73,366.03,140.46,151.3,182.73,164.94,241.19,303.86,260.87,620.61,101.77,99.02,59.47,103.99,405.59,136.58,210.46,320.49
2018-10-02,463.41,226.55,277.06,140.25,222.97,220.02,930.38,139.98,272.71,153.41,2383.76,691.5,97.82,373.43,310.69,385.72,2860.98,427.91,115.75,60.85,416.39,502.96,671.77,139.31,121.25,532.36,514.16,1429.03,134.54,167.49,170.32,362.28,131.56,495.37,250.41,360.94,502.69,224.87,87.9,1564.76,219.6,277.61,777.98,216.87,75.58,424.29,47.75,314.93,637.54,405.84,412.08,341.52,2555.37,602.97,246.88,141.07,120.17,271.77,133.95,234.09,1501.22,68.22,72.13,964.21,69.68,350.8,364.85,415.25,530.81,371.75,365.6,246.17,538.73,352.07,256.79,480.48,499.9,229.89,189.29,400.34,321.94,368.47,156.91,367.02,139.62,151.15,182.23,167.49,240.21,305.6,265.26,626.91,100.95,95.83,60.03,104.34,406.87,135.22,210.38,319.87
2018-10-03,461.41,225.72,276.29,137.49,224.24,218.35,905.95,141.09,278.57,154.62,2480.78,689.51,95.68,366.02,309.42,377.23,2827.43,433.99,117.65,60.33,410.1,506.38,669.66,140.02,124.49,530.54,523.42,1458.01,134.37,170.99,170.39,357.21,133.12,493.39,246.06,357.02,501.05,222.92,88.64,1565.71,219.34,275.78,786.3,221.13,75.85,419.07,48.05,320.52,648.87,410.09,406.99,340.22,2571.62,601.91,247.14,141.41,120.74,270.88,135.43,232.4,1501.63,68.09,72.01,968.42,69.01,351.62,367.05,416.05,530.78,371.41,370.87,241.47,536.5,351.61,257.87,477.73,508.83,229.8,190.69,401.81,324.87,365.76,156.29,366.43,137.58,150.14,183.3,166.24,240.28,309.67,270.0,617.41,103.7,97.11,59.68,104.72,402.68,133.14,214.69,321.46
2018-10-04,450.4,222.84,274.42,136.87,220.71,219.18,899.22,139.17,278.28,156.08,2455.89,687.76,96.46,368.56,299.05,369.32,2702.48,438.19,118.24,60.97,410.67,505.76,654.43,139.15,123.67,529.11,507.43,1395.93,133.91,170.23,169.84,356.27,130.4,495.6,246.57,353.99,506.31,226.53,86.14,1531.77,220.1,276.62,778.96,218.25,74.0,416.69,47.79,325.86,637.71,411.27,403.16,341.21,2561.51,593.48,244.74,140.66,119.45,269.74,130.75,230.39,1469.12,66.43,70.97,972.08,68.47,353.96,367.41,418.71,527.95,371.2,371.34,240.83,551.4,349.5,252.36,465.28,495.05,228.55,193.26,399.94,322.91,366.37,155.86,368.94,133.86,149.6,183.52,166.08,236.73,307.31,268.11,611.36,102.66,98.42,60.45,106.0,402.84,132.51,216.31,326.83
2018-10-05,442.15,217.81,275.0,138.74,218.61,220.75,898.62,135.65,279.75,154.29,2401.5,687.91,98.56,373.5,298.61,370.08,2672.09,433.36,119.16,60.66,403.96,502.56,652.79,139.2,123.06,523.25,506.55,1385.1,133.64,167.68,170.03,356.8,126.65,502.12,247.21,353.02,503.69,231.16,84.6,1510.42,219.18,275.19,768.56,214.47,70.0,416.4,47.89,323.6,624.63,409.52,402.91,348.12,2512.04,587.67,242.87,140.93,118.92,272.96,128.5,230.77,1456.21,64.28,69.97,963.29,68.14,346.31,363.13,421.91,517.49,369.2,373.84,243.55,552.82,350.66,251.21,465.43,490.43,228.05,192.75,395.19,318.42,367.25,156.54,363.43,135.77,150.82,182.29,168.33,234.15,304.6,265.85,579.43,101.82,100.94,61.1,106.32,401.96,133.8,213.66,324.74
2018-10-08,428.06,218.38,273.08,139.97,219.29,223.53,900.17,136.05,277.68,155.74,2365.9,696.11,98.49,375.81,288.44,364.28,2595.01,437.39,119.77,60.55,419.25,499.39,661.12,136.34,123.78,513.77,507.23,1320.82,133.59,168.57,170.31,358.44,128.58,509.85,251.68,359.1,512.53,233.52,84.23,1507.57,220.06,276.55,758.29,214.71,71.55,419.62,46.51,327.96,626.72,409.35,405.86,350.02,2521.23,587.05,240.35,141.93,117.96,278.02,128.97,233.74,1419.72,64.22,69.63,951.44,69.29,345.31,364.76,425.11,515.2,370.91,374.85,245.29,554.36,353.82,247.67,464.63,481.34,225.41,194.78,404.31,323.36,371.75,159.34,364.81,138.69,152.36,184.01,169.91,227.89,305.36,265.54,592.4,99.11,103.66,61.65,106.63,403.7,135.03,215.76,327.78
2018-10-09,423.93,214.27,271.04,138.06,216.18,226.56,861.22,132.87,280.83,155.98,2306.2,702.68,99.42,378.42,287.79,363.18,2588.12,431.59,120.83,62.04,422.86,501.42,632.5,138.11,124.46,514.75,506.48,1344.97,132.47,169.05,172.18,361.43,124.01,505.21,250.21,362.64,511.41,235.0,84.41,1485.63,215.74,272.75,753.36,209.87,69.93,420.66,45.78,323.66,602.07,409.08,405.73,349.29,2544.79,587.62,237.09,139.51,117.55,279.43,127.93,235.82,1421.33,63.67,69.4,915.61,69.88,339.54,361.37,430.19,491.82,362.08,376.43,244.88,553.65,352.4,245.09,463.58,487.18,224.72,195.68,400.9,321.05,374.93,160.06,361.65,138.76,152.65,183.37,171.18,226.73,298.71,266.35,592.36,101.14,102.93,61.51,106.44,403.79,133.1,214.63,321.74
2018-10-10,403.16,207.7,261.19,135.92,207.35,217.66,844.04,127.77,271.49,153.15,2179.36,691.05,98.64,377.4,269.12,351.04,2402.53,415.82,115.39,60.79,409.0,483.64,620.76,131.71,119.78,494.78,493.9,1270.86,129.04,167.26,162.36,354.09,116.94,499.0,245.85,355.37,503.05,232.55,82.03,1424.37,211.53,262.65,738.55,202.42,67.93,415.63,45.53,318.23,589.37,380.81,389.04,348.52,2492.22,562.57,228.8,142.16,112.86,273.8,117.34,232.04,1355.47,61.92,67.36,882.28,69.43,327.75,348.25,426.19,474.62,351.37,367.61,242.99,538.65,350.1,238.87,430.48,451.31,219.07,186.42,393.16,317.11,367.75,158.12,351.31,136.78,151.09,181.01,169.96,218.66,297.69,254.21,583.76,95.45,101.96,61.44,105.38,399.94,130.81,212.01,315.29
2018-10-11,395.69,205.56,254.7,133.31,197.5,210.24,824.55,125.5,264.41,150.3,2113.43,667.1,96.78,370.21,269.81,345.17,2382.24,393.45,112.31,58.41,393.83,471.98,620.22,129.03,118.31,483.56,480.44,1287.55,126.91,163.64,157.43,348.1,113.68,491.2,240.76,340.8,483.08,227.86,81.6,1426.97,204.03,253.0,704.41,199.19,66.36,404.28,43.73,308.03,580.78,377.7,379.38,341.49,2473.99,552.49,222.4,136.14,108.68,266.88,114.08,224.27,1332.53,63.92,65.74,874.78,66.83,315.69,334.09,412.51,475.47,344.19,354.63,232.08,539.8,332.78,236.34,424.8,444.82,214.98,179.7,385.72,295.6,359.87,152.88,335.78,134.61,147.85,176.28,166.7,214.28,289.09,246.65,584.63,92.05,99.55,60.89,103.12,388.19,126.97,206.15,309.98
